"DateKey","AccountKey","DepartmentKey","Amount","Scenario","Version","Currency","LastModified"
"20250201","10","5","2052","Actual","Cierre Mensual","EUR","2025-02-28"
"20250201","11","5","3034","Actual","Cierre Mensual","EUR","2025-02-28"
"20250201","12","5","2241","Actual","Cierre Mensual","EUR","2025-02-28"
"20250201","13","5","3020","Actual","Cierre Mensual","EUR","2025-02-28"
"20250201","14","5","1407","Actual","Cierre Mensual","EUR","2025-02-28"
"20250201","15","2","5075","Actual","Cierre Mensual","EUR","2025-02-28"
"20250201","16","3","750","Actual","Cierre Mensual","EUR","2025-02-28"
"20250201","17","1","3541","Actual","Cierre Mensual","EUR","2025-02-28"
"20250201","18","5","922","Actual","Cierre Mensual","EUR","2025-02-28"
"20250201","19","5","4200","Actual","Cierre Mensual","EUR","2025-02-28"
"20250201","20","5","1703","Actual","Cierre Mensual","EUR","2025-02-28"
"20250301","1","1","39785","Actual","Cierre Mensual","EUR","2025-03-28"
"20250301","2","2","16059","Actual","Cierre Mensual","EUR","2025-03-28"
"20250301","3","2","4648","Actual","Cierre Mensual","EUR","2025-03-28"
"20250301","4","3","4324","Actual","Cierre Mensual","EUR","2025-03-28"
"20250301","5","4","2453","Actual","Cierre Mensual","EUR","2025-03-28"
"20250301","6","1","1679","Actual","Cierre Mensual","EUR","2025-03-28"
"20250301","7","5","26319","Actual","Cierre Mensual","EUR","2025-03-28"
"20250301","8","1","4159","Actual","Cierre Mensual","EUR","2025-03-28"
"20250301","9","1","1798","Actual","Cierre Mensual","EUR","2025-03-28"
"20250301","10","5","2924","Actual","Cierre Mensual","EUR","2025-03-28"
"20250301","11","5","3777","Actual","Cierre Mensual","EUR","2025-03-28"
"20250301","12","5","2084","Actual","Cierre Mensual","EUR","2025-03-28"
"20250301","13","5","3219","Actual","Cierre Mensual","EUR","2025-03-28"
"20250301","14","5","1433","Actual","Cierre Mensual","EUR","2025-03-28"
"20250301","15","2","7408","Actual","Cierre Mensual","EUR","2025-03-28"
"20250301","16","3","917","Actual","Cierre Mensual","EUR","2025-03-28"
"20250301","17","1","6001","Actual","Cierre Mensual","EUR","2025-03-28"
"20250301","18","5","1256","Actual","Cierre Mensual","EUR","2025-03-28"
"20250301","19","5","4200","Actual","Cierre Mensual","EUR","2025-03-28"
"20250301","20","5","1834","Actual","Cierre Mensual","EUR","2025-03-28"
"20250401","1","1","99681","Actual","Cierre Mensual","EUR","2025-04-28"
"20250401","2","2","18326","Actual","Cierre Mensual","EUR","2025-04-28"
"20250401","3","2","5372","Actual","Cierre Mensual","EUR","2025-04-28"
"20250401","4","3","4645","Actual","Cierre Mensual","EUR","2025-04-28"
"20250401","5","4","6972","Actual","Cierre Mensual","EUR","2025-04-28"
"20250401","6","1","1886","Actual","Cierre Mensual","EUR","2025-04-28"
"20250401","7","5","51963","Actual","Cierre Mensual","EUR","2025-04-28"
"20250401","8","1","4864","Actual","Cierre Mensual","EUR","2025-04-28"
"20250401","9","1","2059","Actual","Cierre Mensual","EUR","2025-04-28"
"20250401","10","5","6029","Actual","Cierre Mensual","EUR","2025-04-28"
"20250401","11","5","4776","Actual","Cierre Mensual","EUR","2025-04-28"
"20250401","12","5","2124","Actual","Cierre Mensual","EUR","2025-04-28"
"20250401","13","5","4049","Actual","Cierre Mensual","EUR","2025-04-28"
"20250401","14","5","1493","Actual","Cierre Mensual","EUR","2025-04-28"
"20250401","15","2","8523","Actual","Cierre Mensual","EUR","2025-04-28"
"20250401","16","3","1027","Actual","Cierre Mensual","EUR","2025-04-28"
"20250401","17","1","15065","Actual","Cierre Mensual","EUR","2025-04-28"
"20250401","18","5","1424","Actual","Cierre Mensual","EUR","2025-04-28"
"20250401","19","5","4200","Actual","Cierre Mensual","EUR","2025-04-28"
"20250401","20","5","1706","Actual","Cierre Mensual","EUR","2025-04-28"
"20250501","1","1","79795","Actual","Cierre Mensual","EUR","2025-05-28"
"20250501","2","2","17212","Actual","Cierre Mensual","EUR","2025-05-28"
"20250501","3","2","5242","Actual","Cierre Mensual","EUR","2025-05-28"
"20250501","4","3","5045","Actual","Cierre Mensual","EUR","2025-05-28"
"20250501","5","4","7978","Actual","Cierre Mensual","EUR","2025-05-28"
"20250501","6","1","2039","Actual","Cierre Mensual","EUR","2025-05-28"
"20250501","7","5","45559","Actual","Cierre Mensual","EUR","2025-05-28"
"20250501","8","1","4484","Actual","Cierre Mensual","EUR","2025-05-28"
"20250501","9","1","2024","Actual","Cierre Mensual","EUR","2025-05-28"
"20250501","10","5","5563","Actual","Cierre Mensual","EUR","2025-05-28"
"20250501","11","5","4022","Actual","Cierre Mensual","EUR","2025-05-28"
"20250501","12","5","2071","Actual","Cierre Mensual","EUR","2025-05-28"
"20250501","13","5","3903","Actual","Cierre Mensual","EUR","2025-05-28"
"20250501","14","5","1440","Actual","Cierre Mensual","EUR","2025-05-28"
"20250501","15","2","7916","Actual","Cierre Mensual","EUR","2025-05-28"
"20250501","16","3","1068","Actual","Cierre Mensual","EUR","2025-05-28"
"20250501","17","1","12302","Actual","Cierre Mensual","EUR","2025-05-28"
"20250501","18","5","1296","Actual","Cierre Mensual","EUR","2025-05-28"
"20250501","19","5","4200","Actual","Cierre Mensual","EUR","2025-05-28"
"20250501","20","5","1808","Actual","Cierre Mensual","EUR","2025-05-28"
"20250601","1","1","106814","Actual","Cierre Mensual","EUR","2025-06-28"
"20250601","2","2","18402","Actual","Cierre Mensual","EUR","2025-06-28"
"20250601","3","2","7536","Actual","Cierre Mensual","EUR","2025-06-28"
"20250601","4","3","5051","Actual","Cierre Mensual","EUR","2025-06-28"
"20250601","5","4","8263","Actual","Cierre Mensual","EUR","2025-06-28"
"20250601","6","1","2006","Actual","Cierre Mensual","EUR","2025-06-28"
"20250601","7","5","57372","Actual","Cierre Mensual","EUR","2025-06-28"
"20250601","8","1","4516","Actual","Cierre Mensual","EUR","2025-06-28"
"20250601","9","1","2203","Actual","Cierre Mensual","EUR","2025-06-28"
"20250601","10","5","6886","Actual","Cierre Mensual","EUR","2025-06-28"
"20250601","11","5","5035","Actual","Cierre Mensual","EUR","2025-06-28"
"20250601","12","5","2839","Actual","Cierre Mensual","EUR","2025-06-28"
"20250601","13","5","3848","Actual","Cierre Mensual","EUR","2025-06-28"
"20250601","14","5","1421","Actual","Cierre Mensual","EUR","2025-06-28"
"20250601","15","2","9176","Actual","Cierre Mensual","EUR","2025-06-28"
"20250601","16","3","1134","Actual","Cierre Mensual","EUR","2025-06-28"
"20250601","17","1","16316","Actual","Cierre Mensual","EUR","2025-06-28"
"20250601","18","5","1547","Actual","Cierre Mensual","EUR","2025-06-28"
"20250601","19","5","4200","Actual","Cierre Mensual","EUR","2025-06-28"
"20250601","20","5","1740","Actual","Cierre Mensual","EUR","2025-06-28"
"20250701","1","1","25398","Actual","Cierre Mensual","EUR","2025-07-28"
"20250701","2","2","11363","Actual","Cierre Mensual","EUR","2025-07-28"
"20250701","3","2","4004","Actual","Cierre Mensual","EUR","2025-07-28"
"20250701","4","3","2916","Actual","Cierre Mensual","EUR","2025-07-28"
"20250701","5","4","1687","Actual","Cierre Mensual","EUR","2025-07-28"
"20250701","6","1","1292","Actual","Cierre Mensual","EUR","2025-07-28"
"20250701","7","5","17664","Actual","Cierre Mensual","EUR","2025-07-28"
"20250701","8","1","4135","Actual","Cierre Mensual","EUR","2025-07-28"
"20250701","9","1","1721","Actual","Cierre Mensual","EUR","2025-07-28"
"20250701","10","5","2190","Actual","Cierre Mensual","EUR","2025-07-28"
"20250701","11","5","3048","Actual","Cierre Mensual","EUR","2025-07-28"
"20250701","12","5","2504","Actual","Cierre Mensual","EUR","2025-07-28"
"20250701","13","5","3137","Actual","Cierre Mensual","EUR","2025-07-28"
"20250701","14","5","1408","Actual","Cierre Mensual","EUR","2025-07-28"
"20250701","15","2","5366","Actual","Cierre Mensual","EUR","2025-07-28"
"20250701","16","3","629","Actual","Cierre Mensual","EUR","2025-07-28"
"20250701","17","1","3897","Actual","Cierre Mensual","EUR","2025-07-28"
"20250701","18","5","933","Actual","Cierre Mensual","EUR","2025-07-28"
"20250701","19","5","4200","Actual","Cierre Mensual","EUR","2025-07-28"
"20250701","20","5","1816","Actual","Cierre Mensual","EUR","2025-07-28"
"20250801","1","1","20043","Actual","Cierre Mensual","EUR","2025-08-28"
"20250801","2","2","10085","Actual","Cierre Mensual","EUR","2025-08-28"
"20250801","3","2","3812","Actual","Cierre Mensual","EUR","2025-08-28"
"20250801","4","3","2854","Actual","Cierre Mensual","EUR","2025-08-28"
"20250801","5","4","1571","Actual","Cierre Mensual","EUR","2025-08-28"
"20250801","6","1","999","Actual","Cierre Mensual","EUR","2025-08-28"
"20250801","7","5","15018","Actual","Cierre Mensual","EUR","2025-08-28"
"20250801","8","1","3895","Actual","Cierre Mensual","EUR","2025-08-28"
"20250801","9","1","1572","Actual","Cierre Mensual","EUR","2025-08-28"
"20250801","10","5","1794","Actual","Cierre Mensual","EUR","2025-08-28"
"20250801","11","5","3167","Actual","Cierre Mensual","EUR","2025-08-28"
"20250801","12","5","2370","Actual","Cierre Mensual","EUR","2025-08-28"
"20250801","13","5","3050","Actual","Cierre Mensual","EUR","2025-08-28"
"20250801","14","5","1435","Actual","Cierre Mensual","EUR","2025-08-28"
"20250801","15","2","4670","Actual","Cierre Mensual","EUR","2025-08-28"
"20250801","16","3","619","Actual","Cierre Mensual","EUR","2025-08-28"
"20250801","17","1","2949","Actual","Cierre Mensual","EUR","2025-08-28"
"20250801","18","5","919","Actual","Cierre Mensual","EUR","2025-08-28"
"20250801","19","5","4200","Actual","Cierre Mensual","EUR","2025-08-28"
"20250801","20","5","1736","Actual","Cierre Mensual","EUR","2025-08-28"
"20250901","1","1","70193","Actual","Cierre Mensual","EUR","2025-09-28"
"20250901","2","2","17840","Actual","Cierre Mensual","EUR","2025-09-28"
"20250901","3","2","5315","Actual","Cierre Mensual","EUR","2025-09-28"
"20250901","4","3","4699","Actual","Cierre Mensual","EUR","2025-09-28"
"20250901","5","4","7746","Actual","Cierre Mensual","EUR","2025-09-28"
"20250901","6","1","1914","Actual","Cierre Mensual","EUR","2025-09-28"
"20250901","7","5","40865","Actual","Cierre Mensual","EUR","2025-09-28"
"20250901","8","1","4723","Actual","Cierre Mensual","EUR","2025-09-28"
"20250901","9","1","1984","Actual","Cierre Mensual","EUR","2025-09-28"
"20250901","10","5","4870","Actual","Cierre Mensual","EUR","2025-09-28"
"20250901","11","5","4235","Actual","Cierre Mensual","EUR","2025-09-28"
"20250901","12","5","2719","Actual","Cierre Mensual","EUR","2025-09-28"
"20250901","13","5","3644","Actual","Cierre Mensual","EUR","2025-09-28"
"20250901","14","5","1450","Actual","Cierre Mensual","EUR","2025-09-28"
"20250901","15","2","8337","Actual","Cierre Mensual","EUR","2025-09-28"
"20250901","16","3","1025","Actual","Cierre Mensual","EUR","2025-09-28"
"20250901","17","1","10316","Actual","Cierre Mensual","EUR","2025-09-28"
"20250901","18","5","1313","Actual","Cierre Mensual","EUR","2025-09-28"
"20250901","19","5","4200","Actual","Cierre Mensual","EUR","2025-09-28"
"20250901","20","5","1891","Actual","Cierre Mensual","EUR","2025-09-28"
"20251001","1","1","68759","Actual","Cierre Mensual","EUR","2025-10-28"
"20251001","2","2","16033","Actual","Cierre Mensual","EUR","2025-10-28"
"20251001","3","2","4719","Actual","Cierre Mensual","EUR","2025-10-28"
"20251001","4","3","4475","Actual","Cierre Mensual","EUR","2025-10-28"
"20251001","5","4","7640","Actual","Cierre Mensual","EUR","2025-10-28"
"20251001","6","1","1695","Actual","Cierre Mensual","EUR","2025-10-28"
"20251001","7","5","40130","Actual","Cierre Mensual","EUR","2025-10-28"
"20251001","8","1","4615","Actual","Cierre Mensual","EUR","2025-10-28"
"20251001","9","1","2052","Actual","Cierre Mensual","EUR","2025-10-28"
"20251001","10","5","4406","Actual","Cierre Mensual","EUR","2025-10-28"
"20251001","11","5","4296","Actual","Cierre Mensual","EUR","2025-10-28"
"20251001","12","5","2237","Actual","Cierre Mensual","EUR","2025-10-28"
"20251001","13","5","3501","Actual","Cierre Mensual","EUR","2025-10-28"
"20251001","14","5","1413","Actual","Cierre Mensual","EUR","2025-10-28"
"20251001","15","2","7190","Actual","Cierre Mensual","EUR","2025-10-28"
"20251001","16","3","936","Actual","Cierre Mensual","EUR","2025-10-28"
"20251001","17","1","10018","Actual","Cierre Mensual","EUR","2025-10-28"
"20251001","18","5","1426","Actual","Cierre Mensual","EUR","2025-10-28"
"20251001","19","5","4200","Actual","Cierre Mensual","EUR","2025-10-28"
"20251001","20","5","1865","Actual","Cierre Mensual","EUR","2025-10-28"
"20251101","1","1","40889","Actual","Cierre Mensual","EUR","2025-11-28"
"20251101","2","2","14034","Actual","Cierre Mensual","EUR","2025-11-28"
"20251101","3","2","4103","Actual","Cierre Mensual","EUR","2025-11-28"
"20251101","4","3","4091","Actual","Cierre Mensual","EUR","2025-11-28"
"20251101","5","4","2422","Actual","Cierre Mensual","EUR","2025-11-28"
"20251101","6","1","1608","Actual","Cierre Mensual","EUR","2025-11-28"
"20251101","7","5","26103","Actual","Cierre Mensual","EUR","2025-11-28"
"20251101","8","1","4378","Actual","Cierre Mensual","EUR","2025-11-28"
"20251101","9","1","1779","Actual","Cierre Mensual","EUR","2025-11-28"
"20251101","10","5","3129","Actual","Cierre Mensual","EUR","2025-11-28"
"20251101","11","5","3739","Actual","Cierre Mensual","EUR","2025-11-28"
"20251101","12","5","2082","Actual","Cierre Mensual","EUR","2025-11-28"
"20251101","13","5","3437","Actual","Cierre Mensual","EUR","2025-11-28"
"20251101","14","5","1485","Actual","Cierre Mensual","EUR","2025-11-28"
"20251101","15","2","6189","Actual","Cierre Mensual","EUR","2025-11-28"
"20251101","16","3","942","Actual","Cierre Mensual","EUR","2025-11-28"
"20251101","17","1","6249","Actual","Cierre Mensual","EUR","2025-11-28"
"20251101","18","5","1228","Actual","Cierre Mensual","EUR","2025-11-28"
"20251101","19","5","4200","Actual","Cierre Mensual","EUR","2025-11-28"
"20251101","20","5","1754","Actual","Cierre Mensual","EUR","2025-11-28"
"20251201","1","1","54519","Actual","Cierre Mensual","EUR","2025-12-28"
"20251201","2","2","16068","Actual","Cierre Mensual","EUR","2025-12-28"
"20251201","3","2","4918","Actual","Cierre Mensual","EUR","2025-12-28"
"20251201","4","3","4473","Actual","Cierre Mensual","EUR","2025-12-28"
"20251201","5","4","2247","Actual","Cierre Mensual","EUR","2025-12-28"
"20251201","6","1","1575","Actual","Cierre Mensual","EUR","2025-12-28"
"20251201","7","5","31956","Actual","Cierre Mensual","EUR","2025-12-28"
"20251201","8","1","4214","Actual","Cierre Mensual","EUR","2025-12-28"
"20251201","9","1","1933","Actual","Cierre Mensual","EUR","2025-12-28"
"20251201","10","5","3603","Actual","Cierre Mensual","EUR","2025-12-28"
"20251201","11","5","3896","Actual","Cierre Mensual","EUR","2025-12-28"
"20251201","12","5","2349","Actual","Cierre Mensual","EUR","2025-12-28"
"20251201","13","5","3430","Actual","Cierre Mensual","EUR","2025-12-28"
"20251201","14","5","1498","Actual","Cierre Mensual","EUR","2025-12-28"
"20251201","15","2","7468","Actual","Cierre Mensual","EUR","2025-12-28"
"20251201","16","3","1033","Actual","Cierre Mensual","EUR","2025-12-28"
"20251201","17","1","8236","Actual","Cierre Mensual","EUR","2025-12-28"
"20251201","18","5","1108","Actual","Cierre Mensual","EUR","2025-12-28"
"20251201","19","5","4200","Actual","Cierre Mensual","EUR","2025-12-28"
"20251201","20","5","1875","Actual","Cierre Mensual","EUR","2025-12-28"
