"DateKey","AccountKey","DepartmentKey","Amount","Scenario","Version","Currency","LastModified"
"20250201","12","5","2194","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250201","13","5","3177","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250201","14","5","1450","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250201","15","2","4911","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250201","16","3","636","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250201","17","1","3211","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250201","18","5","1039","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250201","19","5","4200","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250201","20","5","1800","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","1","1","44162","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","2","2","15563","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","3","2","4646","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","4","3","4153","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","5","4","2459","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","6","1","1725","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","7","5","26907","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","8","1","4340","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","9","1","1843","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","10","5","3322","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","11","5","3561","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","12","5","2049","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","13","5","3377","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","14","5","1450","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","15","2","6599","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","16","3","821","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","17","1","6185","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","18","5","1179","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","19","5","4200","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250301","20","5","1800","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","1","1","101551","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","2","2","17657","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","3","2","5618","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","4","3","4930","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","5","4","7154","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","6","1","2009","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","7","5","51093","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","8","1","4609","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","9","1","2118","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","10","5","6314","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","11","5","4471","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","12","5","2221","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","13","5","3881","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","14","5","1450","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","15","2","7630","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","16","3","991","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","17","1","14086","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","18","5","1471","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","19","5","4200","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250401","20","5","1800","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","1","1","81508","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","2","2","18276","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","3","2","5444","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","4","3","5014","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","5","4","7216","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","6","1","1989","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","7","5","44242","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","8","1","4649","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","9","1","2071","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","10","5","5442","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","11","5","4207","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","12","5","2151","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","13","5","3780","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","14","5","1450","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","15","2","7804","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","16","3","1019","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","17","1","11545","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","18","5","1386","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","19","5","4200","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250501","20","5","1800","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","1","1","104877","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","2","2","18779","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","3","2","7622","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","4","3","5352","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","5","4","7631","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","6","1","2071","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","7","5","54412","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","8","1","4661","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","9","1","2162","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","10","5","6704","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","11","5","4687","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","12","5","2680","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","13","5","3981","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","14","5","1450","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","15","2","8713","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","16","3","1054","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","17","1","14616","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","18","5","1549","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","19","5","4200","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250601","20","5","1800","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","1","1","24197","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","2","2","10607","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","3","2","4229","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","4","3","2951","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","5","4","1759","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","6","1","1198","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","7","5","16649","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","8","1","4069","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","9","1","1633","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","10","5","2007","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","11","5","3244","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","12","5","2394","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","13","5","3203","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","14","5","1450","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","15","2","4952","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","16","3","600","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","17","1","3427","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","18","5","1014","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","19","5","4200","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250701","20","5","1800","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","1","1","21148","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","2","2","10092","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","3","2","4019","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","4","3","2685","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","5","4","1676","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","6","1","1110","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","7","5","15062","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","8","1","3956","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","9","1","1599","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","10","5","1820","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","11","5","3049","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","12","5","2386","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","13","5","3171","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","14","5","1450","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","15","2","4668","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","16","3","530","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","17","1","2974","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","18","5","1026","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","19","5","4200","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250801","20","5","1800","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","1","1","71715","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","2","2","17002","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","3","2","5204","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","4","3","4678","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","5","4","7164","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","6","1","1916","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","7","5","40051","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","8","1","4566","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","9","1","2020","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","10","5","4906","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","11","5","4078","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","12","5","2608","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","13","5","3715","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","14","5","1450","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","15","2","7227","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","16","3","933","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","17","1","10059","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","18","5","1305","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","19","5","4200","Budget","Presupuesto 2025","EUR","2024-12-15"
"20250901","20","5","1800","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","1","1","70752","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","2","2","15938","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","3","2","5023","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","4","3","4592","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","5","4","6751","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","6","1","1840","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","7","5","38999","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","8","1","4614","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","9","1","2043","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","10","5","4647","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","11","5","4099","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","12","5","2170","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","13","5","3626","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","14","5","1450","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","15","2","6836","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","16","3","924","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","17","1","9827","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","18","5","1346","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","19","5","4200","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251001","20","5","1800","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","1","1","40751","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","2","2","14426","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","3","2","4290","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","4","3","3919","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","5","4","2469","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","6","1","1618","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","7","5","25108","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","8","1","4223","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","9","1","1813","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","10","5","3078","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","11","5","3567","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","12","5","2029","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","13","5","3383","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","14","5","1450","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","15","2","6216","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","16","3","793","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","17","1","5696","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","18","5","1120","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","19","5","4200","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251101","20","5","1800","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","1","1","54355","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","2","2","15031","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","3","2","4639","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","4","3","4227","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","5","4","2671","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","6","1","1733","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","7","5","30936","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","8","1","4358","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","9","1","1870","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","10","5","3675","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","11","5","3668","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","12","5","2340","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","13","5","3468","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","14","5","1450","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","15","2","6447","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","16","3","845","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","17","1","7617","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","18","5","1200","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","19","5","4200","Budget","Presupuesto 2025","EUR","2024-12-15"
"20251201","20","5","1800","Budget","Presupuesto 2025","EUR","2024-12-15"
